Threads,time_seconds,Time,Energy,CO2eq,travelled
1,89.67546,0:01:30,0.0024,0.3343,0.0031
2,45.91822,0:00:46,0.0013,0.1793,0.0017
3,31.39370,0:00:31,0.0009,0.1244,0.0012
4,24.30664,0:00:24,0.0007,0.1003,0.0009
5,20.23527,0:00:20,0.0006,0.0836,0.0008
6,17.91677,0:00:18,0.0005,0.0757,0.0007
7,17.24711,0:00:17,0.0005,0.0741,0.0007
8,17.13345,0:00:17,0.0005,0.0751,0.0007
9,20.96056,0:00:21,0.0006,0.0879,0.0008
10,19.83240,0:00:20,0.0006,0.0848,0.0008
11,18.69557,0:00:19,0.0006,0.0796,0.0007
12,17.95438,0:00:18,0.0005,0.0778,0.0007
13,17.51094,0:00:18,0.0005,0.0760,0.0007
14,17.37938,0:00:17,0.0005,0.0757,0.0007
15,17.51917,0:00:18,0.0005,0.0764,0.0007
16,17.63224,0:00:18,0.0005,0.0766,0.0007
