Treads|Time|Energy|CO2eq|travelled
2|0:01:38|0,0040|1,9123|0,0178
4|0:00:54|0,0024|1,1591|0,0108
6|0:00:38|0,0019|0,8929|0,0083
8|0:00:30|0,0016|0,7419|0,0069
10|0:00:26|0,0014|0,6692|0,0062
12|0:00:22|0,0013|0,6010|0,0056
14|0:00:20|0,0012|0,5770|0,0054
16|0:00:18|0,0012|0,5601|0,0052
18|0:00:17|0,0012|0,5500|0,0051
20|0:00:16|0,0012|0,5555|0,0052
22|0:00:16|0,0012|0,5514|0,0051
24|0:00:15|0,0012|0,5526|0,0051
26|0:00:14|0,0011|0,5264|0,0049
28|0:00:13|0,0011|0,5110|0,0048
30|0:00:12|0,0010|0,4686|0,0044
32|0:00:11|0,0009|0,4456|0,0041
34|0:00:11|0,0009|0,4369|0,0041
36|0:00:10|0,0009|0,4255|0,0040
38|0:00:10|0,0009|0,4172|0,0039
40|0:00:09|0,0009|0,4202|0,0039
42|0:00:09|0,0009|0,4128|0,0038
44|0:00:08|0,0009|0,4179|0,0039
46|0:00:11|0,0010|0,4822|0,0045
48|0:00:11|0,0010|0,4729|0,0044
50|0:00:11|0,0010|0,4716|0,0044
52|0:00:11|0,0010|0,4741|0,0044
54|0:00:11|0,0010|0,4718|0,0044
56|0:00:11|0,0010|0,4785|0,0045
58|0:00:11|0,0010|0,4854|0,0045
60|0:00:11|0,0010|0,4804|0,0045
62|0:00:11|0,0010|0,4902|0,0046
64|0:00:11|0,0011|0,5077|0,0047
66|0:00:11|0,0011|0,5154|0,0048
68|0:00:11|0,0011|0,5124|0,0048
70|0:00:11|0,0011|0,5096|0,0047
72|0:00:11|0,0010|0,4860|0,0045
74|0:00:10|0,0010|0,4940|0,0046
76|0:00:10|0,0010|0,4899|0,0046
78|0:00:09|0,0010|0,4780|0,0044
80|0:00:09|0,0010|0,4806|0,0045
82|0:00:09|0,0010|0,4734|0,0044
84|0:00:09|0,0010|0,4709|0,0044
86|0:00:09|0,0010|0,4773|0,0044
88|0:00:09|0,0010|0,4833|0,0045
